name,owner,url,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,forks,description
freeCodeCamp,freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,426965,3905,25776,0,0,TypeScript,19853,19663,0.9904296579861985,41378,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free."
build-your-own-x,codecrafters-io,https://github.com/codecrafters-io/build-your-own-x,416568,2673,143,0,5,Markdown,828,596,0.7198067632850241,39027,Master programming by recreating your favorite technologies from scratch.
awesome,sindresorhus,https://github.com/sindresorhus/awesome,396958,4071,679,0,46,Not specified,354,340,0.96045197740113,31436,😎 Awesome lists about all kinds of interesting topics
free-programming-books,EbookFoundation,https://github.com/EbookFoundation/free-programming-books,367134,4344,6823,0,1,Python,1185,1154,0.9738396624472574,64036,:books: Freely available programming books
public-apis,public-apis,https://github.com/public-apis/public-apis,363770,3453,1872,0,105,Python,719,704,0.9791376912378303,38193,A collective list of free APIs
developer-roadmap,kamranahmedse,https://github.com/kamranahmedse/developer-roadmap,335208,3093,3705,1,0,TypeScript,2947,2694,0.9141499830335935,42675,"Interactive roadmaps, guides and other educational content to help developers grow in their careers."
coding-interview-university,jwasham,https://github.com/jwasham/coding-interview-university,326216,3375,415,0,5,Not specified,516,453,0.877906976744186,80158,A complete computer science study plan to become a software engineer.
system-design-primer,donnemartin,https://github.com/donnemartin/system-design-primer,318407,3110,200,0,104,Python,341,91,0.2668621700879765,52085,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.
996.ICU,996icu,https://github.com/996icu/996.ICU,274237,2352,1071,0,11,Not specified,0,0,0,21058,Repo for counting stars and contributing. Press F to pay respect to glorious developers.
awesome-python,vinta,https://github.com/vinta/awesome-python,257927,4085,544,0,47,Python,0,0,0,26224,"An opinionated list of awesome Python frameworks, libraries, software and resources."
awesome-selfhosted,awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,244914,3746,2394,1,0,Not specified,806,806,1.0,11331,A list of Free Software network services and web applications which can be hosted on your own servers
project-based-learning,practical-tutorials,https://github.com/practical-tutorials/project-based-learning,242148,3065,182,0,383,Not specified,211,80,0.3791469194312796,31665,Curated list of project-based tutorials
react,facebook,https://github.com/facebook/react,238572,4484,12170,105,0,JavaScript,14024,13217,0.9424557900741586,49244,The library for web and native user interfaces.
vue,vuejs,https://github.com/vuejs/vue,209328,4418,1133,249,327,TypeScript,10028,9673,0.9645991224571201,33746,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core"
Python,TheAlgorithms,https://github.com/TheAlgorithms/Python,206415,3335,3007,0,1,Python,1595,1523,0.954858934169279,47701,All Algorithms implemented in Python
linux,torvalds,https://github.com/torvalds/linux,201234,5112,10,0,0,C,0,0,0,57548,Linux kernel source tree
javascript-algorithms,trekhleb,https://github.com/trekhleb/javascript-algorithms,193168,2719,302,0,202,JavaScript,367,229,0.6239782016348774,30859,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings
tensorflow,tensorflow,https://github.com/tensorflow/tensorflow,191444,3587,36271,219,0,C++,40765,39870,0.9780448914509996,74806,An Open Source Machine Learning Framework for Everyone
computer-science,ossu,https://github.com/ossu/computer-science,191393,4139,299,0,10,HTML,652,638,0.9785276073619632,23900,🎓 Path to a free self-taught education in Computer Science!
the-book-of-secret-knowledge,trimstray,https://github.com/trimstray/the-book-of-secret-knowledge,184594,2628,122,0,287,Not specified,0,0,0,11449,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more."
You-Dont-Know-JS,getify,https://github.com/getify/You-Dont-Know-JS,183140,4308,368,0,105,Not specified,944,863,0.9141949152542372,33655,A book series (2 published editions) on the JS language.
CS-Notes,CyC2018,https://github.com/CyC2018/CS-Notes,181787,2758,374,0,377,Not specified,571,448,0.7845884413309983,51187,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计
ohmyzsh,ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,181123,5849,3385,0,1,Shell,4964,4827,0.9724012892828364,26185,"🙃   A delightful community-driven (with 2,400+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool that makes it easy to keep up with the latest updates from the community."
AutoGPT,Significant-Gravitas,https://github.com/Significant-Gravitas/AutoGPT,178222,901,3246,69,0,Python,3416,3258,0.9537470725995316,45960,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters."
vscode,microsoft,https://github.com/microsoft/vscode,176337,3652,36568,177,0,TypeScript,207045,194479,0.939307879929484,34743,Visual Studio Code
bootstrap,twbs,https://github.com/twbs/bootstrap,173325,5149,8999,94,0,MDX,22760,22351,0.9820298769771529,79153,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web."
flutter,flutter,https://github.com/flutter/flutter,172240,3833,44036,7,0,Dart,109104,97141,0.8903523243877401,29120,Flutter makes it easy and fast to build beautiful apps for mobile and beyond
Python-100-Days,jackfrued,https://github.com/jackfrued/Python-100-Days,171691,2742,13,0,158,Jupyter Notebook,690,118,0.17101449275362318,54471,Python - 100天从新手到大师
gitignore,github,https://github.com/github/gitignore,169070,5412,1720,0,0,Not specified,0,0,0,83009,A collection of useful .gitignore templates
the-art-of-command-line,jlevy,https://github.com/jlevy/the-art-of-command-line,157992,3758,317,0,434,Not specified,258,136,0.5271317829457365,14746,"Master the command line, in one page"
stable-diffusion-webui,AUTOMATIC1111,https://github.com/AUTOMATIC1111/stable-diffusion-webui,156108,1107,1874,27,122,Python,7835,5468,0.6978940650925335,28963,Stable Diffusion web UI
JavaGuide,Snailclimb,https://github.com/Snailclimb/JavaGuide,151536,2675,1184,0,4,Java,1104,1032,0.9347826086956522,45983,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
ollama,ollama,https://github.com/ollama/ollama,151459,799,2489,146,0,Go,8102,6345,0.7831399654406319,13001,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models."
awesome-go,avelino,https://github.com/avelino/awesome-go,151396,4076,3460,0,4,Go,688,682,0.9912790697674418,12540,"A curated list of awesome Go frameworks, libraries and software"
transformers,huggingface,https://github.com/huggingface/transformers,149090,2500,16815,225,0,Python,17868,16798,0.9401164092231923,30241,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. "
javascript,airbnb,https://github.com/airbnb/javascript,147333,4688,810,0,267,JavaScript,1369,1271,0.9284149013878744,26781,JavaScript Style Guide
Microsoft-Activation-Scripts,massgravel,https://github.com/massgravel/Microsoft-Activation-Scripts,146895,2060,6,24,23,Batchfile,729,728,0.9986282578875172,14265,"Open-source Windows and Office activator featuring HWID, Ohook, TSforge, KMS38, and Online KMS activation methods, along with advanced troubleshooting."
youtube-dl,ytdl-org,https://github.com/ytdl-org/youtube-dl,137141,5420,1642,341,121,Python,26771,23125,0.8638078517799112,10457,Command-line program to download videos from YouTube.com and other video sites
n8n,n8n-io,https://github.com/n8n-io/n8n,134597,2264,10824,388,0,TypeScript,5372,4717,0.8780714817572599,42155,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations."
next.js,vercel,https://github.com/vercel/next.js,134164,3254,23811,1000,0,JavaScript,23440,21139,0.9018344709897611,29207,The React Framework
awesome-chatgpt-prompts,f,https://github.com/f/awesome-chatgpt-prompts,133530,1002,171,0,31,JavaScript,0,0,0,17735,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
go,golang,https://github.com/golang/go,129698,4032,1,0,0,Go,68046,58836,0.8646503835640597,18364,The Go programming language
tech-interview-handbook,yangshun,https://github.com/yangshun/tech-interview-handbook,129433,3346,482,0,7,TypeScript,115,74,0.6434782608695652,15738,💯 Curated coding interview preparation materials for busy software engineers
fucking-algorithm,labuladong,https://github.com/labuladong/fucking-algorithm,129194,2022,238,1,214,Markdown,921,921,1.0,23421,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why. "
scrcpy,Genymobile,https://github.com/Genymobile/scrcpy,127424,2842,113,47,21,C,5641,3182,0.5640843822017373,11942,Display and control your Android device
HelloGitHub,521xueweihan,https://github.com/521xueweihan/HelloGitHub,127032,3408,16,57,5,Python,2845,2648,0.9307557117750439,10691,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub."
30-seconds-of-code,Chalarangelo,https://github.com/Chalarangelo/30-seconds-of-code,125188,2834,827,12,5,JavaScript,300,300,1.0,12311,Coding articles to level up your development skills
yt-dlp,yt-dlp,https://github.com/yt-dlp/yt-dlp,125003,1772,2923,119,3,Python,9839,8225,0.8359589389165566,9977,A feature-rich command-line audio/video downloader
react-native,facebook,https://github.com/facebook/react-native,123633,3889,933,412,0,C++,27218,26561,0.9758615622014843,24831,A framework for building native applications using React
PowerToys,microsoft,https://github.com/microsoft/PowerToys,122820,2316,5706,118,0,C#,34725,27687,0.7973218142548596,7325,Windows system utilities to maximize productivity
electron,electron,https://github.com/electron/electron,118140,4526,23320,1000,0,C++,21070,20316,0.9642145230185097,16371,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS"
kubernetes,kubernetes,https://github.com/kubernetes/kubernetes,117226,4106,62362,756,0,Go,47753,45865,0.9604632169706615,41278,Production-Grade Container Scheduling and Management
hello-algo,krahets,https://github.com/krahets/hello-algo,116019,1033,946,9,6,Java,270,258,0.9555555555555556,14336,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version in translation"
free-programming-books-zh_CN,justjavac,https://github.com/justjavac/free-programming-books-zh_CN,115110,4320,282,3,414,Not specified,0,0,0,28351,:books: 免费的计算机编程类中文书籍，欢迎投稿
langchain,langchain-ai,https://github.com/langchain-ai/langchain,114670,1051,14559,962,0,Jupyter Notebook,8671,8441,0.9734748010610079,18829,🦜🔗 Build context-aware reasoning applications 🦜🔗
node,nodejs,https://github.com/nodejs/node,113058,3933,10828,457,0,JavaScript,19503,17768,0.9110393272829821,32903,Node.js JavaScript runtime ✨🐢🚀✨
dify,langgenius,https://github.com/langgenius/dify,112862,874,7314,141,0,TypeScript,12900,12296,0.9531782945736434,17252,Production-ready platform for agentic workflow development.
d3,d3,https://github.com/d3/d3,111393,5454,493,194,37,Shell,2229,2220,0.9959623149394348,22836,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:"
free-for-dev,ripienaar,https://github.com/ripienaar/free-for-dev,111287,3821,2764,0,2,HTML,0,0,0,11443,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev"
langflow,langflow-ai,https://github.com/langflow-ai/langflow,110739,937,4714,263,0,Python,2731,2298,0.841450018308312,7478,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.
open-webui,open-webui,https://github.com/open-webui/open-webui,108676,697,2570,123,0,JavaScript,6307,6090,0.9655937846836848,14807,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
three.js,mrdoob,https://github.com/mrdoob/three.js,108368,5642,14448,171,0,JavaScript,13202,12750,0.9657627632176943,35988,JavaScript 3D Library.
axios,axios,https://github.com/axios/axios,107522,4033,1003,97,3,JavaScript,4845,4645,0.9587203302373581,11191,Promise based HTTP client for the browser and node.js
excalidraw,excalidraw,https://github.com/excalidraw/excalidraw,106383,2070,3704,14,0,TypeScript,4263,2407,0.564625850340136,10722,Virtual whiteboard for sketching hand-drawn like diagrams
rust,rust-lang,https://github.com/rust-lang/rust,106200,5557,65896,140,0,Rust,59355,48719,0.8208070086766068,13697,Empowering everyone to build reliable and efficient software.
TypeScript,microsoft,https://github.com/microsoft/TypeScript,105798,4095,14677,212,1,TypeScript,42494,36898,0.8683108203511084,12972,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.
deno,denoland,https://github.com/denoland/deno,104072,2667,13390,342,0,Rust,13231,10950,0.827601844153881,5698,A modern runtime for JavaScript and TypeScript.
nodebestpractices,goldbergyoni,https://github.com/goldbergyoni/nodebestpractices,104036,2909,765,0,140,Dockerfile,329,285,0.8662613981762918,10593,:white_check_mark:  The Node.js best practices list (July 2024)
create-react-app,facebook,https://github.com/facebook/create-react-app,103501,3334,1949,83,199,JavaScript,8402,6567,0.7815996191383004,27075,Set up a modern web app by running one command.
GitHub-Chinese-Top-Charts,GrowingGit,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,101816,2189,0,0,325,Java,340,161,0.47352941176470587,13257,:cn: GitHub中文排行榜，各语言分设「软件 | 资料」榜单，精准定位中文好项目。各取所需，高效学习。
godot,godotengine,https://github.com/godotengine/godot,100831,4259,38784,61,0,C++,58274,46129,0.7915880152383568,23086,Godot Engine – Multi-platform 2D and 3D game engine
terminal,microsoft,https://github.com/microsoft/terminal,99858,2944,4204,138,0,C++,13487,11882,0.8809965151627493,8726,"The new Windows Terminal and the original Windows console host, all in the same place!"
DeepSeek-V3,deepseek-ai,https://github.com/deepseek-ai/DeepSeek-V3,99120,250,24,1,5,Python,602,570,0.946843853820598,16167,
angular,angular,https://github.com/angular/angular,98604,4002,3903,474,0,TypeScript,29532,28328,0.9592306650413112,26557,Deliver web apps with confidence 🚀
frp,fatedier,https://github.com/fatedier/frp,98195,3543,687,106,6,Go,3916,3862,0.9862104187946884,14407,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.
papers-we-love,papers-we-love,https://github.com/papers-we-love/papers-we-love,97774,4279,437,0,121,Shell,246,245,0.9959349593495935,6074,Papers from the computer science community to read and discuss.
rustdesk,rustdesk,https://github.com/rustdesk/rustdesk,97136,1800,3657,31,0,Rust,3611,3554,0.9842148989199667,14263,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer."
Awesome-Hacking,Hack-with-Github,https://github.com/Hack-with-Github/Awesome-Hacking,97115,3443,34,0,227,Not specified,0,0,0,9515,"A collection of various awesome lists for hackers, pentesters and security researchers"
iptv,iptv-org,https://github.com/iptv-org/iptv,96793,2484,6688,0,0,TypeScript,15194,14764,0.971699355008556,3946,Collection of publicly available IPTV channels from all over the world
generative-ai-for-beginners,microsoft,https://github.com/microsoft/generative-ai-for-beginners,96632,806,396,0,1,Jupyter Notebook,181,170,0.9392265193370166,50573,"21 Lessons, Get Started Building with Generative AI "
material-ui,mui,https://github.com/mui/material-ui,96507,4033,20843,548,0,TypeScript,20175,18560,0.9199504337050806,32652,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.
tauri,tauri-apps,https://github.com/tauri-apps/tauri,96169,2243,5199,1000,0,Rust,5797,4684,0.8080041400724512,3047,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend."
ant-design,ant-design,https://github.com/ant-design/ant-design,95871,3784,15832,715,0,TypeScript,31661,30441,0.9614667887937841,53434,An enterprise-class UI design language and React UI library
ui,shadcn-ui,https://github.com/shadcn-ui/ui,94043,972,646,54,0,TypeScript,3364,2393,0.7113555291319857,6612,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code."
thefuck,nvbn,https://github.com/nvbn/thefuck,93869,3800,481,17,410,Python,761,473,0.621550591327201,3757,Magnificent app which corrects your previous console command.
clean-code-javascript,ryanmcdermott,https://github.com/ryanmcdermott/clean-code-javascript,93768,3203,149,0,400,JavaScript,235,163,0.6936170212765957,12478,Clean Code concepts adapted for JavaScript
HowToCook,Anduin2017,https://github.com/Anduin2017/HowToCook,92990,2012,586,4,32,Dockerfile,783,346,0.44189016602809705,10479,程序员在家做饭方法指南。Programmer's guide about how to cook at home (Simplified Chinese only).
FreeDomain,DigitalPlatDev,https://github.com/DigitalPlatDev/FreeDomain,92942,460,0,0,111,HTML,0,0,0,1741,DigitalPlat FreeDomain: Free Domain For Everyone
pytorch,pytorch,https://github.com/pytorch/pytorch,92875,3307,6195,61,0,Python,53463,37859,0.708134597759198,25154,Tensors and Dynamic neural networks in Python with strong GPU acceleration
java-design-patterns,iluwatar,https://github.com/iluwatar/java-design-patterns,92609,4042,1507,0,0,Java,959,830,0.8654848800834203,27167,Design patterns implemented in Java
neovim,neovim,https://github.com/neovim/neovim,92462,4232,16228,46,0,Vim Script,13172,11518,0.8744306103856666,6294,Vim-fork focused on extensibility and usability
puppeteer,puppeteer,https://github.com/puppeteer/puppeteer,92250,3038,5436,565,0,TypeScript,7227,6958,0.9627784696277847,9281,JavaScript API for Chrome and Firefox
Web-Dev-For-Beginners,microsoft,https://github.com/microsoft/Web-Dev-For-Beginners,91676,1757,559,0,1,JavaScript,333,328,0.984984984984985,13975,"24 Lessons, 12 Weeks, Get Started as a Web Developer"
DeepSeek-R1,deepseek-ai,https://github.com/deepseek-ai/DeepSeek-R1,91025,225,9,1,67,Not specified,632,598,0.9462025316455697,11734,
tailwindcss,tailwindlabs,https://github.com/tailwindlabs/tailwindcss,89909,2888,3087,290,0,TypeScript,4561,4481,0.9824599868449901,4712,A utility-first CSS framework for rapid UI development.
vue-element-admin,PanJiaChen,https://github.com/PanJiaChen/vue-element-admin,89836,3060,311,49,313,Vue,3609,2357,0.6530894984760321,30666,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
fastapi,fastapi,https://github.com/fastapi/fastapi,89060,2460,2752,208,1,Python,3467,3418,0.9858667435823478,7822,"FastAPI framework, high performance, easy to learn, fast to code, ready for production"
every-programmer-should-know,mtdvio,https://github.com/mtdvio/every-programmer-should-know,88088,2931,99,0,392,Not specified,53,23,0.4339622641509434,8071,A collection of (mostly) technical things every software developer should know about
awesome-mac,jaywcjlove,https://github.com/jaywcjlove/awesome-mac,87933,3334,992,12,2,JavaScript,483,368,0.7619047619047619,6718," Now we have become very big, Different from the original idea. Collect premium software in various categories."
supabase,supabase,https://github.com/supabase/supabase,87927,2152,13021,22,0,TypeScript,4697,4456,0.9486906536086864,9696,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications."
storybook,storybookjs,https://github.com/storybookjs/storybook,87642,3455,11500,1000,0,TypeScript,13710,11623,0.8477753464624361,9672,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation"
whisper,openai,https://github.com/openai/whisper,87605,1082,119,13,15,Python,0,0,0,10854,Robust Speech Recognition via Large-Scale Weak Supervision
ComfyUI,comfyanonymous,https://github.com/comfyanonymous/ComfyUI,87279,959,1249,78,0,Python,6319,3719,0.588542490900459,9697,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface."
nvm,nvm-sh,https://github.com/nvm-sh/nvm,86715,5619,729,70,61,Shell,2318,2002,0.8636755823986195,9253,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions
v2rayN,2dust,https://github.com/2dust/v2rayN,86012,2226,276,267,0,C#,6064,6057,0.9988456464379947,13240,"A GUI client for Windows, Linux and macOS, support Xray and sing-box and others"
llama.cpp,ggml-org,https://github.com/ggml-org/llama.cpp,85955,907,5634,1000,0,C++,5797,5447,0.9396239434190098,12904,LLM inference in C/C++
NextChat,ChatGPTNextWeb,https://github.com/ChatGPTNextWeb/NextChat,85710,907,889,77,3,TypeScript,3553,2890,0.8133971291866029,61053,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows
bitcoin,bitcoin,https://github.com/bitcoin/bitcoin,85319,5371,15527,56,0,C++,8701,8283,0.9519595448798989,37696,Bitcoin Core integration/staging tree
app-ideas,florinpop17,https://github.com/florinpop17/app-ideas,85107,2381,149,0,382,Not specified,171,44,0.2573099415204678,9807,A Collection of application ideas which can be used to improve your coding skills.
django,django,https://github.com/django/django,84870,4875,9890,0,0,Python,0,0,0,32884,The Web framework for perfectionists with deadlines.
svelte,sveltejs,https://github.com/sveltejs/svelte,83989,3208,6006,513,1,JavaScript,8522,7698,0.9033090823750294,4607,web development for the rest of us
gin,gin-gonic,https://github.com/gin-gonic/gin,83835,4096,1114,27,0,Go,2352,1680,0.7142857142857143,8309,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin."
opencv,opencv,https://github.com/opencv/opencv,83783,4793,13096,66,4,C++,11245,8635,0.7678968430413518,56269,Open Source Computer Vision Library
hugo,gohugoio,https://github.com/gohugoio/hugo,83224,4443,2972,338,1,Go,7807,7367,0.9436403227872422,7996,The world’s fastest framework for building websites.
mermaid,mermaid-js,https://github.com/mermaid-js/mermaid,82594,3958,2450,164,0,TypeScript,3375,2104,0.6234074074074074,7990,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown
realworld,gothinkster,https://github.com/gothinkster/realworld,82289,3476,433,0,13,TypeScript,542,503,0.9280442804428044,7508,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more"
animate.css,animate-css,https://github.com/animate-css/animate.css,82116,5074,315,22,400,CSS,880,841,0.9556818181818182,16159,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.
laravel,laravel,https://github.com/laravel/laravel,82003,5200,1642,199,0,Blade,0,0,0,24454,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things."
mall,macrozheng,https://github.com/macrozheng/mall,81450,2708,1,3,1,Java,497,487,0.9798792756539235,29437,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
core,home-assistant,https://github.com/home-assistant/core,81032,4368,76058,1000,0,Python,62708,60386,0.9629712317407667,34911,:house_with_garden: Open source home automation that puts local control and privacy first.
system-prompts-and-models-of-ai-tools,x1xhlol,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,80377,181,32,0,1,Not specified,105,56,0.5333333333333333,22456,"FULL v0, Cursor, Manus, Augment Code, Same.dev, Lovable, Devin, Replit Agent, Windsurf Agent, VSCode Agent, Dia Browser, Xcode, Trae AI, Cluely & Orchids.app (And other Open Sourced) System Prompts, Tools & AI Models."
manim,3b1b,https://github.com/3b1b/manim,80333,3817,642,13,80,Python,1213,761,0.6273701566364386,6861,Animation engine for explanatory math videos
bun,oven-sh,https://github.com/oven-sh/bun,80177,1602,6047,197,0,Zig,13228,8402,0.6351678258240097,3298,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one"
FiraCode,tonsky,https://github.com/tonsky/FiraCode,80037,3948,137,29,0,Clojure,1366,956,0.6998535871156661,3174,Free monospaced font with programming ligatures
spring-boot,spring-projects,https://github.com/spring-projects/spring-boot,78279,4701,42,320,0,Java,39348,38772,0.9853613906678865,41461,"Spring Boot helps you to create Spring-powered, production-grade applications and services with absolute minimum fuss."
advanced-java,doocs,https://github.com/doocs/advanced-java,78191,2523,88,1,48,Java,147,146,0.9931972789115646,19253,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识
devops-exercises,bregman-arie,https://github.com/bregman-arie/devops-exercises,78115,2161,303,0,2,Python,99,64,0.6464646464646465,17524,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions"
models,tensorflow,https://github.com/tensorflow/models,77631,3497,2341,50,4,Python,7313,6236,0.852728018597019,45495,Models and examples built with TensorFlow
awesome-for-beginners,MunGell,https://github.com/MunGell/awesome-for-beginners,77163,3601,453,0,5,Not specified,188,175,0.9308510638297872,7404,A list of awesome beginners-friendly projects.
ML-For-Beginners,microsoft,https://github.com/microsoft/ML-For-Beginners,77029,1644,386,0,4,HTML,148,142,0.9594594594594594,17351,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all"
awesome-interview-questions,DopplerHQ,https://github.com/DopplerHQ/awesome-interview-questions,76843,3566,175,0,400,Not specified,61,34,0.5573770491803278,9155,:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: 
playwright,microsoft,https://github.com/microsoft/playwright,76643,2118,15119,151,0,TypeScript,16368,15518,0.948069403714565,4516,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. "
gpt4all,nomic-ai,https://github.com/nomic-ai/gpt4all,76598,890,934,38,98,C++,2190,1488,0.6794520547945205,8267,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
LeetCodeAnimation,MisterBooo,https://github.com/MisterBooo/LeetCodeAnimation,76434,2462,63,0,750,Java,62,42,0.6774193548387096,14020,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）
syncthing,syncthing,https://github.com/syncthing/syncthing,75822,4298,2777,444,0,Go,5713,5380,0.9417118851741642,4747,Open Source Continuous File Synchronization
